Chip,SITE_ID,T2MIN,T2MAX,T2MEAN,TSMDEWMEAN,GWETROOT,LHLAND,SHLAND,SWLAND,PARDFLAND,PRECTOTLAND,GPP,date,year,month,doy,TILE_ID_x,Satellite,TILE_ID_y,num_nan,b2,b3,b4,b5,b6,b7,NDVI,EVI,GCI,NDWI,NIRv,kNDVI,PFT_CRO,PFT_DBF,PFT_ENF,PFT_GRA,PFT_SH-SA,PFT_WET,PFT,koppen_Arid,koppen_Cold,koppen_Polar,koppen_Temperate,koppen_Tropical,koppen
HLS.S30.T17SPS.2020124T155911.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,288.38,300.82,293.77,289.47,0.78,175.59,18.97,292.34,25.182028,0.0,6.13705,2020-05-03,2020,5,124,T17SPS,S30,T17SPS,0,0.022886200000000002,0.046271559999999996,0.030639080000000003,0.29152844000000006,0.14307096000000002,0.06183172000000001,0.8097941095986337,0.5002801145973141,0.5102137531544679,0.34159614578391045,0.23607801349247876,0.5755391383263487,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020154T155911.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,291.47,300.49,295.42,289.66,0.85,189.33,33.15,293.43,31.422121,0.0,7.77581,2020-06-02,2020,6,154,T17SPS,S30,T17SPS,0,0.02542832,0.04801612,0.03190552,0.29976752,0.14493212,0.061643039999999996,0.8076086015311946,0.5149258404674232,0.5049471063314437,0.34817972868158836,0.24209482761167442,0.5731703837695513,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020174T155911.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,296.29,304.7,299.94,296.52,0.84,165.46,12.49,242.76,32.70052,2.3e-05,7.44236,2020-06-22,2020,6,174,T17SPS,S30,T17SPS,0,0.02151708,0.04273456,0.028475800000000002,0.28805556,0.13659048000000001,0.05384416,0.8200759634053321,0.5001412450431098,0.5007325518510453,0.3566854879890084,0.23622744088126243,0.5866380992663537,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020199T155819.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,298.5,306.92,301.99,295.68,0.78,161.16,68.5,292.81,28.325211,3e-06,10.9595,2020-07-17,2020,7,199,T17SPS,S30,T17SPS,0,0.023260760000000002,0.044353680000000006,0.028996560000000005,0.27870472,0.13470600000000002,0.0559538,0.8115278558477235,0.4883872160622814,0.5296186858027296,0.3483187857344386,0.22617664383624014,0.5774159403572212,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020214T155911.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,299.56,305.8,302.08,297.75,0.72,103.07,-3.27,142.67,46.920979,5.4e-05,8.41679,2020-08-01,2020,8,214,T17SPS,S30,T17SPS,0,0.023086080000000005,0.04704188,0.03203116,0.30477876,0.14589708,0.05632547999999999,0.8097968135855381,0.515076776443011,0.4686286728298319,0.35254093052780455,0.24680886869655144,0.5755420670316336,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020249T155829.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,298.13,304.73,301.22,297.08,0.79,143.44,23.74,203.28,37.87262,1e-06,8.32098,2020-09-05,2020,9,249,T17SPS,S30,T17SPS,0,0.01877432,0.036716000000000006,0.025377480000000004,0.24522600000000003,0.12271476,0.04884436,0.8124378888253766,0.43735857815207385,0.44679455958590064,0.3329645783196187,0.1992308937250918,0.5784002292209872,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020274T160101.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,288.45,296.39,292.9,288.74,0.89,146.75,23.76,225.76,17.591158,0.000109,7.87482,2020-09-30,2020,9,274,T17SPS,S30,T17SPS,0,0.015997960000000002,0.03191212,0.022940719999999998,0.23131368000000002,0.11368699999999998,0.047284520000000003,0.8195451484812063,0.4170884998102041,0.39106880690754275,0.340946226540771,0.18957200422133424,0.5860669933805,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020304T160411.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,287.27,297.5,293.0,288.29,0.78,150.56,-35.43,171.16,16.072191,3.4e-05,5.20559,2020-10-30,2020,10,304,T17SPS,S30,T17SPS,0,0.015660399999999998,0.029729359999999996,0.02370736,0.2098876,0.11603604000000001,0.04963408,0.7970216480698041,0.3769811347528162,0.2540139433492381,0.28795566961635555,0.16728496086141584,0.5616522108949006,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020309T160439.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,281.1,293.42,287.27,279.54,0.75,77.75,15.38,164.78,15.226733,0.0,2.49404,2020-11-04,2020,11,309,T17SPS,S30,T17SPS,0,0.017607440000000002,0.03151280000000001,0.025206960000000004,0.20647312,0.11382768000000001,0.05109448,0.7823985558016037,0.36973201389737187,0.25016265348935374,0.2892451095969788,0.1615442708998512,0.5456370127046274,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020324T160551.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,277.97,288.15,281.84,278.1,0.87,64.68,-3.49,133.9,17.108507,0.0,3.67987,2020-11-19,2020,11,324,T17SPS,S30,T17SPS,0,0.01781628,0.03070364,0.026623559999999998,0.19881144,0.11608116000000002,0.05272612,0.7638027812895071,0.35142371727641414,0.15325072980472942,0.2627253863698289,0.15185273082417197,0.5251283807699617,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020329T160609.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,279.48,287.77,283.15,278.96,0.85,74.04,-4.51,141.06,14.25454,0.0,4.334,2020-11-24,2020,11,329,T17SPS,S30,T17SPS,0,0.018230720000000002,0.03079344,0.02717932,0.18855936,0.11148364000000001,0.053168320000000005,0.7480347983959111,0.3320836936633262,0.13297315753300665,0.2568822468779475,0.14104896284326204,0.5076479730876848,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020354T160701.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,274.93,284.91,278.66,275.51,0.84,39.05,15.22,128.5,13.121258,0.0,1.87249,2020-12-19,2020,12,354,T17SPS,S30,T17SPS,0,0.019455880000000002,0.03243036,0.030842880000000003,0.18973536000000002,0.11744096,0.056997000000000006,0.7203452162824401,0.32324823268633485,0.05146990164342613,0.23535147500953205,0.13667495893562664,0.47684844353094424,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2020364T160651.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,278.56,288.04,282.4,279.64,0.86,52.86,2.15,123.16,14.199224,0.0,2.18617,2020-12-29,2020,12,364,T17SPS,S30,T17SPS,0,0.01968276,0.03277616,0.031110240000000004,0.18788088000000003,0.12083960000000002,0.057797,0.7158766985620238,0.3194389874717506,0.05354892794141075,0.21715851180329854,0.13449954409732778,0.4718748118831259,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021018T160611.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,277.14,285.37,280.2,276.37,0.92,73.54,-12.57,143.25,13.467339,0.0,0.858044,2021-01-18,2021,1,18,T17SPS,S30,T17SPS,0,0.02057092,0.033348760000000005,0.031783519999999996,0.18430808,0.12322295999999999,0.061723,0.7058328967900651,0.31236411277113246,0.04924690531445264,0.19863074634677536,0.13009070600821507,0.46070043597077887,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021023T160549.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,276.25,284.82,280.15,276.49,0.9,69.91,9.81,150.08,14.075356,2e-06,1.62899,2021-01-23,2021,1,23,T17SPS,S30,T17SPS,0,0.02065424,0.03365588,0.032005439999999996,0.183329,0.12392984000000001,0.06354428000000001,0.7027373791205903,0.30997369800262337,0.051567483527800384,0.19331961287102423,0.1288321409767987,0.4572587316839885,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021033T160459.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,274.62,281.71,277.9,274.94,0.94,68.03,11.43,128.29,23.682642,2.9e-05,1.81798,2021-02-02,2021,2,33,T17SPS,S30,T17SPS,0,0.026843600000000002,0.040433840000000006,0.0391012,0.18586640000000001,0.12476444000000002,0.07271148000000001,0.6523837210336066,0.30095888386187525,0.034081818460814484,0.1967028128952038,0.12125621364712076,0.40164140893077444,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021058T160211.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,285.01,296.0,289.7,287.85,0.98,88.9,20.45,194.32,21.147556,2e-06,2.80833,2021-02-27,2021,2,58,T17SPS,S30,T17SPS,0,0.02203276,0.036056200000000004,0.03493288,0.18253792000000002,0.12953116,0.06212592000000001,0.6787349841909811,0.3007708518167284,0.03215652416863435,0.1698558537103388,0.12389487224545459,0.4306392281901748,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021063T160039.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,277.91,291.85,284.45,280.36,0.98,104.0,19.81,214.58,18.024757,0.0,2.27819,2021-03-04,2021,3,63,T17SPS,S30,T17SPS,0,0.02171028,0.03620172,0.03483676,0.18805464,0.13224844000000002,0.06842436,0.6874104608791546,0.31034659887262533,0.03918160012584404,0.17422935801928588,0.1292707267528635,0.44024377236721,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021068T160101.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,275.75,291.16,282.62,277.5,0.96,97.45,27.08,222.13,21.290003,0.0,3.52005,2021-03-09,2021,3,68,T17SPS,S30,T17SPS,0,0.0266594,0.04073292,0.039139280000000005,0.19404748,0.14425876,0.07487424,0.664309586015947,0.3151262367531319,0.04071715166962675,0.14717056356985903,0.12890760110623775,0.41472741341595754,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021088T155901.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,283.43,293.65,288.68,282.5,0.9,163.92,32.55,264.15,21.061064,4.2e-05,2.81493,2021-03-29,2021,3,88,T17SPS,S30,T17SPS,0,0.024009200000000005,0.042432439999999995,0.039263000000000006,0.21206908,0.14841064,0.07619096,0.6875607761651436,0.3408193994645284,0.08072332730560539,0.1765936791118235,0.14581038124542792,0.4404103789590198,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021093T155819.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,275.17,287.53,280.85,272.54,0.88,107.75,67.17,270.19,23.618292,0.0,3.34576,2021-04-03,2021,4,93,T17SPS,S30,T17SPS,0,0.025944560000000002,0.045622760000000005,0.03942332,0.21497492,0.14817139999999998,0.07771264000000001,0.6900660947968824,0.3491672380585774,0.15725311820516397,0.18395758492059078,0.14834690352367222,0.44318810304789547,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021098T155901.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,288.2,297.34,291.93,288.06,0.84,131.67,-10.5,198.72,40.537846,0.0,4.16192,2021-04-08,2021,4,98,T17SPS,S30,T17SPS,0,0.031217960000000006,0.054370680000000005,0.047011040000000004,0.23860156000000002,0.15506840000000002,0.07705156,0.6708055596986968,0.37230002088558783,0.15655131220241025,0.21219084128237772,0.16005525300078222,0.42188264640263595,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021103T155819.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,286.19,296.82,291.8,286.18,0.81,152.47,24.98,265.8,27.53517,0.0,3.14316,2021-04-13,2021,4,103,T17SPS,S30,T17SPS,0,0.025823200000000004,0.04782348000000001,0.03582692,0.24722687999999998,0.14343704000000002,0.06800876,0.7468543435912184,0.41662901106995714,0.3348476508725844,0.2656755197664529,0.1846424691805049,0.5063369123764156,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021113T155819.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,281.9,293.26,287.27,277.1,0.73,106.55,59.34,246.73,53.586639,1.2e-05,3.75485,2021-04-23,2021,4,113,T17SPS,S30,T17SPS,0,0.01671748,0.03804452,0.028440200000000006,0.2203172,0.11550796,0.054777840000000015,0.7713418776687648,0.37903058153776936,0.3377022665100804,0.312094662591689,0.1699398827307248,0.5334594444467408,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021118T155901.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,289.81,300.74,294.41,289.4,0.71,110.0,69.7,274.9,31.324234,0.0,3.6879,2021-04-28,2021,4,118,T17SPS,S30,T17SPS,0,0.02346404,0.04729472,0.03302716000000001,0.28009572,0.14450900000000003,0.0641588,0.7890466515893058,0.47430058694516597,0.43199475825350975,0.31932457086204774,0.22100858999049575,0.5529319684532722,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021248T155901.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,293.47,304.0,297.79,290.42,0.74,120.27,52.37,253.63,26.686317,0.0,6.44978,2021-09-05,2021,9,248,T17SPS,S30,T17SPS,0,0.02008808,0.03855128000000001,0.027320120000000003,0.25165644000000004,0.12470324,0.05257256000000001,0.8041403908629456,0.44338165673157126,0.4110948268162806,0.3373188116219039,0.20236710802477745,0.569404886460321,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021293T160209.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,285.37,300.39,291.96,284.45,0.67,66.56,30.91,188.79,17.340498,0.0,3.59692,2021-10-20,2021,10,293,T17SPS,S30,T17SPS,0,0.017019120000000002,0.031766720000000005,0.0243248,0.21700064000000002,0.11473504000000001,0.05019668,0.7984066661185824,0.38993543656598656,0.30593961718081975,0.3082743466123391,0.1732547575279987,0.563162974460094,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021313T160459.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,280.12,297.41,287.17,280.06,0.68,49.86,17.09,161.4,13.555634,0.0,2.92735,2021-11-09,2021,11,313,T17SPS,S30,T17SPS,0,0.016160840000000003,0.030180240000000004,0.0247296,0.2097816,0.11099164,0.04923504,0.78909664016047,0.3740077734568552,0.22040954968944115,0.3079744432546805,0.16553795572748767,0.5529867361224831,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021318T160531.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,279.42,292.28,285.35,278.22,0.67,46.8,22.81,153.63,13.936442,0.0,3.34172,2021-11-14,2021,11,318,T17SPS,S30,T17SPS,0,0.0166094,0.030848439999999998,0.02756264,0.20860752000000002,0.11377424000000001,0.050144280000000006,0.7665866001022315,0.362259917830524,0.1192120928909568,0.29416453337806703,0.15991572951255825,0.5282069744859194,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021328T160611.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,274.91,286.55,279.6,270.26,0.65,28.81,37.0,144.82,12.361908,0.0,0.995443,2021-11-24,2021,11,328,T17SPS,S30,T17SPS,0,0.01770356,0.03107536,0.02889916,0.20167975999999999,0.11651336000000001,0.05383184,0.7493338940090446,0.34770360496912,0.0753032268065923,0.2676563214188917,0.15112547990360956,0.5090904748291503,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021333T160619.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,278.57,286.47,282.34,274.36,0.64,29.27,33.49,137.06,13.642835,0.0,1.43183,2021-11-29,2021,11,333,T17SPS,S30,T17SPS,0,0.02072748,0.03475996,0.0327212,0.20421796000000003,0.12021652000000001,0.05815491999999999,0.7238008271828092,0.34434637149570657,0.06230700585553106,0.2589164998738729,0.14781312837358587,0.480694924215215,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2021358T160701.v2.0.US-HB3_merged.50x50pixels.tif,US-HB3,278.17,290.34,282.53,277.6,0.7,31.69,18.72,125.41,13.72776,0.0,1.21258,2021-12-24,2021,12,358,T17SPS,S30,T17SPS,0,0.01868704,0.03152352,0.029094720000000008,0.18891508,0.11777132000000001,0.055982800000000006,0.7330879621007862,0.3266090948759068,0.083479064242584,0.2319755946139118,0.138491371007307,0.49103097167578014,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T18MXA.2019221T151711.v2.0.PE-QFR_merged.50x50pixels.tif,PE-QFR,296.15,302.82,299.4,295.63,0.83,174.58,10.02,235.19,24.164942,0.0,10.643,2019-08-09,2019,8,221,T18MXA,S30,T18MXA,0,0.016026440000000003,0.038265160000000006,0.02507476,0.26799792,0.111674,0.044608680000000005,0.8288836748618125,0.4677902956890724,0.5260429212482993,0.41173421516134245,0.22213910078492202,0.5960823303473404,False,False,False,False,False,True,WET,False,False,False,False,True,Tropical
HLS.L30.T15TYJ.2018188T163935.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,285.41,298.83,292.65,283.73,0.39,179.22,29.49,308.14,22.04924,0.0,18.0643,2018-07-07,2018,7,188,T15TYJ,L30,T15TYJ,0,0.03151632,0.06325676000000001,0.04894208,0.4394326,0.20707168,0.10820255999999999,0.7995715912217235,0.6522469629909196,0.29248205225442003,0.35941126329434353,0.3513578232166991,0.5644327794199477,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.L30.T15TYJ.2018252T164004.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,282.05,292.75,287.43,283.37,0.47,106.65,29.68,222.55,18.690163,0.0,1.85252,2018-09-09,2018,9,252,T15TYJ,L30,T15TYJ,0,0.04283296,0.07122604,0.08073888,0.28345512,0.24686100000000005,0.17969939999999998,0.5566160892271701,0.3503222499124178,-0.11782229329908955,0.0690043515931591,0.1577756803658182,0.3002746737081407,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.S30.T15TYJ.2018189T164901.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,286.54,300.99,293.79,287.37,0.39,175.64,24.69,301.1,23.985464,0.0,18.6985,2018-07-08,2018,7,189,T15TYJ,S30,T15TYJ,0,0.031638160000000005,0.06429864,0.04997672,0.44424868000000006,0.21738984,0.11536172000000001,0.7977573795276407,0.6541445351105653,0.2865718278430438,0.3428742933528115,0.35440266281541344,0.5624548802381008,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.S30.T15TYJ.2018249T164851.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,284.01,294.34,289.46,285.59,0.51,127.24,21.83,212.96,23.493513,6e-06,1.67124,2018-09-06,2018,9,249,T15TYJ,S30,T15TYJ,0,0.034702039999999997,0.06039288,0.06900616,0.27238520000000005,0.22771632,0.15428544000000002,0.595735756171451,0.3565159024653152,-0.12481900166593818,0.08931962454343279,0.16226960309191196,0.3407148957378139,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.S30.T15TYJ.2018254T165159.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,283.14,297.7,289.77,284.55,0.45,116.66,12.6,210.52,19.86623,0.0,2.09107,2018-09-11,2018,9,254,T15TYJ,S30,T15TYJ,0,0.04109472,0.07072068000000001,0.08275840000000001,0.26930792000000003,0.2547354,0.1784036,0.5298703948733295,0.31994955270131353,-0.1454561712164566,0.027807853747663515,0.14269829391291505,0.2736107699829638,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.S30.T15TYJ.2018269T165201.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,279.46,289.29,284.13,280.51,0.46,77.69,29.04,166.56,19.979891,6.9e-05,0.789465,2018-09-26,2018,9,269,T15TYJ,S30,T15TYJ,0,0.030950520000000006,0.05193844,0.07030036,0.19123212,0.20671328000000003,0.14147548000000001,0.4623967164613741,0.21893563771907382,-0.261192403566639,-0.0389027238410094,0.08842510436994747,0.21061109817632812,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.S30.T15TYJ.2018289T165251.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,271.8,285.48,276.52,273.06,0.52,49.49,9.71,146.51,14.465256,0.0,0.47122,2018-10-16,2018,10,289,T15TYJ,S30,T15TYJ,0,0.04200144,0.06619507999999999,0.08976876,0.19271572,0.24240172000000001,0.18273128000000002,0.3644340389956998,0.1817158960715503,-0.262604496263511,-0.11418986101775191,0.07023216821756437,0.13203674494534953,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.S30.T15TYJ.2018349T165711.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,265.27,275.06,268.72,267.92,0.53,3.14,-2.06,56.28,10.586613,0.0,0.0134467,2018-12-15,2018,12,349,T15TYJ,S30,T15TYJ,0,0.61275408,0.6292903599999999,0.63834604,0.64201748,0.023927360000000005,0.02647492,0.002867498130530993,0.010472616138604524,-0.014186161474425418,0.9281401144274953,0.0018409839236682194,8.222545528413431e-06,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.S30.T15TYJ.2019004T165701.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,267.71,275.11,271.3,270.45,0.54,0.78,-20.07,51.3,13.032387,0.0,0.14843,2019-01-04,2019,1,4,T15TYJ,S30,T15TYJ,0,0.76189172,0.7769344000000001,0.7742076400000001,0.7599140400000001,0.05664544,0.06116576000000001,-0.009317122746091441,-0.05171555581747333,0.0035220008937137948,0.8612582637580791,-0.007080212387158242,8.680877604767771e-05,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.S30.T15TYJ.2019064T165151.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,254.95,261.7,257.99,256.82,0.57,19.77,6.24,69.19,32.842632,0.0,0.0637844,2019-03-05,2019,3,64,T15TYJ,S30,T15TYJ,0,0.8603231599999999,0.855806,0.8474423999999999,0.8398088800000001,0.09267488,0.10584836,-0.004524234232615215,-0.040428389500726976,0.009869225330240816,0.8012300396523796,-0.0037994920837502435,2.0468695388708806e-05,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.S30.T15TYJ.2019109T164849.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,273.93,287.37,279.89,274.48,0.62,117.04,35.52,263.09,22.191484,0.0,1.44044,2019-04-19,2019,4,109,T15TYJ,S30,T15TYJ,0,0.06613020000000001,0.1024336,0.14592424,0.244441,0.33216019999999996,0.2619648,0.25237072850031417,0.15165664564836345,-0.2980357478647825,-0.15213149053453232,0.06168975324534529,0.06360500240939398,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.S30.T15TYJ.2019114T164901.v2.0.US-CS1_merged.50x50pixels.tif,US-CS1,276.15,291.13,283.1,279.21,0.62,120.92,40.67,258.95,26.338959,2e-06,1.19737,2019-04-24,2019,4,114,T15TYJ,S30,T15TYJ,0,0.0758398,0.11523424,0.16123864000000002,0.27489516,0.37060576,0.3000388,0.260600118587461,0.16978575506781032,-0.28531870524335856,-0.14827337504027102,0.07163771129511907,0.06780820783512104,True,False,False,False,False,False,CRO,False,True,False,False,False,Cold
HLS.L30.T13SCS.2019062T173857.v2.0.US-xJR_merged.50x50pixels.tif,US-xJR,280.54,295.6,287.91,275.16,0.35,21.82,57.3,197.24,16.000202,0.0,0.186792,2019-03-03,2019,3,62,T13SCS,L30,T13SCS,0,0.08314540000000001,0.1283284,0.18399580000000001,0.23963188,0.3446033600000001,0.32117468000000005,0.13133249460941734,0.08086563464769264,-0.3025471233582506,-0.1796733110450511,0.031471452588344544,0.017246513887853084,False,False,False,False,True,False,SH-SA,True,False,False,False,False,Arid
HLS.L30.T13SCS.2019078T173852.v2.0.US-xJR_merged.50x50pixels.tif,US-xJR,275.88,293.43,283.49,271.46,0.36,21.06,75.82,223.23,17.859083,0.0,0.28332,2019-03-19,2019,3,78,T13SCS,L30,T13SCS,0,0.08142192,0.1251012,0.17955092,0.23789324,0.34703096000000005,0.32087408,0.13976077662698647,0.08556929295341399,-0.30325503205441673,-0.18658438136086697,0.03324814397671008,0.0195305908394609,False,False,False,False,True,False,SH-SA,True,False,False,False,False,Arid
HLS.L30.T13SCS.2019158T173904.v2.0.US-xJR_merged.50x50pixels.tif,US-xJR,291.86,309.82,301.44,273.9,0.32,6.45,119.36,278.91,31.82579,0.0,0.11961,2019-06-07,2019,6,158,T13SCS,L30,T13SCS,0,0.08849976,0.13770004000000002,0.19582916000000003,0.27982488000000005,0.377763,0.33966032000000007,0.17658994339667547,0.11724357651686695,-0.2968358746981298,-0.1489354092110091,0.049414259720181514,0.03117390382232613,False,False,False,False,True,False,SH-SA,True,False,False,False,False,Arid
HLS.L30.T13SCS.2019206T173917.v2.0.US-xJR_merged.50x50pixels.tif,US-xJR,292.95,309.58,301.42,281.8,0.32,25.64,115.97,274.62,27.607477,2e-06,-0.0572174,2019-07-25,2019,7,206,T13SCS,L30,T13SCS,0,0.08560012000000002,0.13452260000000002,0.1921434,0.27750924000000005,0.37515368000000004,0.32526304,0.1817637818452379,0.11933478550961482,-0.2998843572040464,-0.14960929602067785,0.05044112895939777,0.03302605712790249,False,False,False,False,True,False,SH-SA,True,False,False,False,False,Arid
HLS.L30.T13SCS.2019238T173928.v2.0.US-xJR_merged.50x50pixels.tif,US-xJR,294.54,312.71,303.8,281.31,0.33,34.74,71.83,255.66,20.044237,0.0,0.832931,2019-08-26,2019,8,238,T13SCS,L30,T13SCS,0,0.08331456000000001,0.13067124,0.18673132,0.27485276000000003,0.36189032000000004,0.3184782,0.1909109170316273,0.12443849107594597,-0.30021787453759774,-0.13669180354500282,0.05247239246027378,0.03643084830649803,False,False,False,False,True,False,SH-SA,True,False,False,False,False,Arid
HLS.L30.T13SCS.2019286T173940.v2.0.US-xJR_merged.50x50pixels.tif,US-xJR,284.08,300.08,290.51,277.14,0.34,18.62,58.61,188.16,18.777319,0.0,1.01465,2019-10-13,2019,10,286,T13SCS,L30,T13SCS,0,0.07562432,0.11976188,0.16915840000000004,0.26473036,0.33389056,0.29303587999999997,0.22026834712196727,0.13952124310355538,-0.2920134028224435,-0.11553254770982611,0.05831171883020336,0.048480109818675246,False,False,False,False,True,False,SH-SA,True,False,False,False,False,Arid
HLS.L30.T13SCS.2019318T173938.v2.0.US-xJR_merged.50x50pixels.tif,US-xJR,276.23,291.66,283.32,268.47,0.32,6.67,40.45,145.36,13.156025,0.0,0.171649,2019-11-14,2019,11,318,T13SCS,L30,T13SCS,0,0.07842976,0.12114576000000002,0.17729096,0.25100996000000003,0.3393628,0.29914024000000006,0.1721196396216007,0.10674429694495421,-0.31668394147112733,-0.14965602410246703,0.043203743856632414,0.029616506534303238,False,False,False,False,True,False,SH-SA,True,False,False,False,False,Arid
HLS.L30.T13SCS.2020001T173930.v2.0.US-xJR_merged.50x50pixels.tif,US-xJR,270.77,288.1,277.18,267.64,0.4,12.1,21.77,124.61,10.8831,0.0,0.069682,2020-01-01,2020,1,1,T13SCS,L30,T13SCS,0,0.07633984,0.1174702,0.17010108000000002,0.22650736000000002,0.32301668000000006,0.29108984,0.14222158257650794,0.08421034515327037,-0.30940944055146513,-0.17562347226883834,0.03221423520442682,0.02022422050955518,False,False,False,False,True,False,SH-SA,True,False,False,False,False,Arid
